Date,Adani Ports & Special Economic Zone Ltd.,Asian Paints Ltd.,Axis Bank Ltd.,Bajaj Auto Ltd.,Bajaj Finance Ltd.,Bajaj Finserv Ltd.,Bharat Petroleum Corpn. Ltd.,Bharti Airtel Ltd.,Bharti Infratel Ltd.,Britannia Industries Ltd.,Cipla Ltd.,Coal India Ltd.,Dr. Reddy'S Laboratories Ltd.,Eicher Motors Ltd.,G A I L (India) Ltd.,Grasim Industries Ltd.,H C L Technologies Ltd.,H D F C Bank Ltd.,Hero Motocorp Ltd.,Hindalco Industries Ltd.,Hindustan Unilever Ltd.,Housing Development Finance Corpn. Ltd.,I C I C I Bank Ltd.,I T C Ltd.,Indian Oil Corpn. Ltd.,Indusind Bank Ltd.,Infosys Ltd.,J S W Steel Ltd.,Kotak Mahindra Bank Ltd.,Larsen & Toubro Ltd.,Mahindra & Mahindra Ltd.,Maruti Suzuki India Ltd.,N T P C Ltd.,Nestle India Ltd.,Oil & Natural Gas Corpn. Ltd.,Power Grid Corpn. Of India Ltd.,Reliance Industries Ltd.,Shree Cement Ltd.,State Bank Of India,Sun Pharmaceutical Inds. Ltd.,Tata Consultancy Services Ltd.,Tata Motors Ltd.,Tata Steel Ltd.,Tech Mahindra Ltd.,Titan Company Ltd.,U P L Ltd.,Ultratech Cement Ltd.,Vedanta Ltd.,Wipro Ltd.,Zee Entertainment Enterprises Ltd.
28-Feb-19,325.85,1405.2,709.55,2900.6,2649,6462.45,337.55,292.03,293.65,3056.9,554.55,228.3,2631.65,19869.1,171,777.05,526.95,1038.78,2628.1,195.75,1732.65,1841.2,350.15,276.05,144.6,1473.85,734.3,281.1,1213.1,1292.95,645.9,6829.7,117.71,10639.75,148.65,182.85,1219.49,16592.8,269.05,445.15,1983.45,177.45,500.45,830.15,1025.2,585.07,3826.5,169.4,276.67,466.7
01-Mar-19,333.2,1392.35,702.4,2863.5,2660.75,6440.6,346.05,282.48,293.25,3077.25,551.55,232.65,2646,19948.65,171.93,791.75,526.3,1041.67,2675.6,196.15,1734.65,1859.45,354.25,278.2,148.05,1514.1,741.9,282.1,1225.95,1308.55,649.7,6935.15,119.17,10451.8,149.1,183.2,1214.54,16687.35,272.95,447.35,1995.4,180.3,507.6,831.8,1021.35,579.83,3878.35,173.45,281.77,486.35
05-Mar-19,339.25,1403.85,732.05,2903.75,2695.15,6543.75,362.5,282.66,296.15,3068.85,548.65,241.15,2654.1,21505.4,173.25,810.15,526.27,1053.55,2795.65,198.75,1724.6,1860,363.25,282.55,153.65,1541.6,732.5,291.2,1240.45,1305.8,656.75,7117.75,122.5,10505.95,155,183,1226.03,17246.3,276.45,455.9,1988.1,194.05,521.75,810,1035,583.67,3962.2,174.95,272.7,484.45
06-Mar-19,337.05,1393.7,720.6,2927.6,2766.7,6609.15,372.7,284.08,302.55,3026.85,547.55,242.75,2693.65,21503.95,172.68,820.1,521.62,1052.12,2765.85,202.75,1699.8,1885.2,371.95,285.75,154.9,1534.85,732.5,289.95,1241.3,1317,658.9,7056.9,124.12,10320.75,154.8,184.5,1252.92,17474.2,278.1,460.55,1999.6,188.8,520.85,823.55,1055.95,584.9,3978.65,178.5,277.45,470.9
07-Mar-19,340.9,1395.45,733.75,2919.9,2734.8,6598.5,370.7,282.48,305.65,3043.85,541.35,235,2680.75,21521.5,172.07,810.2,517.27,1063.25,2730.1,200.6,1705.4,1880.2,370.8,290.1,150.2,1531.25,722.95,289.7,1237.2,1352.4,671.8,7029.05,121.83,10203.35,152.05,187.15,1258.32,17468.5,281.75,450.9,2013.3,189.3,521.15,808.25,1043.3,581.37,3912.8,176.05,268.85,459
08-Mar-19,342.15,1382.35,733.4,2955.7,2768.3,6616.95,367.35,283.44,305.5,3071.2,539.95,234.9,2615.05,21871.05,174.82,807.05,504.52,1064.1,2740.35,195.55,1701.6,1884.05,370.6,292,148.7,1518,712.35,286.4,1238.9,1339.4,670.15,6967.7,126.83,10095.15,150.4,187,1255.2,17629.4,281.2,454.95,2022.7,181.2,507.85,811.35,1053.2,587.83,3972,172.35,257.7,455.1
11-Mar-19,351.3,1419.8,734.5,3000.55,2791.05,6783.6,387.05,306.49,319.7,3133.45,540.1,243.4,2626.15,22972.45,175.88,827.5,502.2,1064.22,2814.75,201.05,1714.95,1897.55,375.85,292.95,153.7,1514.6,711.25,292.65,1249.55,1346.55,681.05,7081.9,126.17,10292.8,153,194.3,1291.85,17975.05,287.35,459.45,2014.8,181.85,520.65,807.15,1069.2,597.8,4049.15,177.1,259.75,453
12-Mar-19,361.05,1428.1,742.55,2996.1,2753.05,6860.9,390.2,323.02,316.35,3135.15,538.75,242.95,2666.85,22461.95,176.95,830.8,506.68,1085.5,2808.45,203.4,1734.8,1930,388.2,294.5,154.1,1569.05,706.95,291.8,1263.35,1388.9,687.9,7157.2,126.04,10428.9,151.85,196.35,1318.85,18106.85,286.9,470.3,2012.45,184.8,525.15,804.7,1086.45,598.87,4095.75,178.45,261.35,463.6
13-Mar-19,367.15,1428.3,738,3010,2828.15,6898.2,389.05,310.11,313.15,3126.95,532.8,238.65,2655.85,22777.25,175.8,823.15,514.17,1113.28,2803.65,202.3,1747.6,1950.65,391.9,294.9,148.75,1636.35,708.45,286.25,1261.25,1378.6,684.2,7091.05,123.5,10723.3,149.75,194.75,1334.65,17929,293.15,456.5,2000.5,181.7,513.75,789.95,1078.3,607.47,4025.65,171.6,257.9,448.8
14-Mar-19,366,1434.75,740.6,3016.85,2808.1,6932.1,390.3,314.38,314.35,3149.4,532.75,243.2,2647.9,22619.9,176.8,832.9,503.38,1112.38,2751.7,200.75,1737.3,1956.95,387.9,295.5,151.1,1682.7,708.35,286.9,1268.95,1379.75,685.9,7086.3,128.04,10739.3,151.05,187.6,1328.95,17700.25,291.9,466.15,1987.4,179.55,517.65,788.45,1086.35,602.5,3964.15,173.6,256.85,449.8
15-Mar-19,367.1,1432.55,735.1,3023.8,2860.75,6927.95,396.3,310.07,313.2,3066.55,532.6,244.35,2658.9,22612.35,179.68,829.85,514.65,1126.5,2735.85,199.05,1698.4,1974.65,395.3,290.8,157.35,1703.25,718.55,288.45,1325.15,1396.5,694.6,7084,131.71,10289.9,156,193.25,1309.24,17520.7,298.4,464.35,2039.95,180,515.45,799.3,1097.25,615.63,3916.1,175.7,263.45,454.25
18-Mar-19,369,1445.6,751.6,3005.15,2929.55,7006.8,405.55,303.55,318.1,3123.35,534.5,244.2,2669.45,22251.4,179.93,818.55,506,1130.72,2669.5,199.55,1697.55,1962.4,398.05,293.75,162.8,1719.1,710.2,294.95,1343.65,1378.9,685.4,6909.1,132.29,10456.6,154.65,197.05,1337.37,17788.65,298.95,465.65,2022.8,182.25,525.2,788.6,1101.3,618.07,3970.2,173.3,257.6,457.35
19-Mar-19,365.75,1453.9,760.9,2974.7,2920.9,6975.65,407.8,309.2,327.6,3125.4,533.65,242.9,2708.7,21759.1,181.03,822.3,518.1,1133.88,2614.05,202.35,1699.65,1967.85,398.4,299.45,162.7,1725.2,722.25,288.5,1347.75,1357.95,689.4,6825.2,134.9,10707,157,199,1363.62,18051.5,303.05,468.95,2022.8,182.85,527.5,794.65,1109.05,620.87,3978,172.7,257.45,465.75
20-Mar-19,360.6,1456.15,755.75,2949.65,2868.6,6953.5,389.15,306.67,325.05,3088.1,533.25,237,2751.65,21338,177.35,817.65,518.98,1149.5,2609.15,207.15,1687.55,1987.55,392.9,298.9,159,1713.4,738.95,282.3,1351.6,1370.9,678.6,6673.55,129.25,10530.15,151.85,197.4,1362.53,18037.5,303.8,474.75,2015.05,180.2,513.6,789.85,1102.35,623.6,3922.3,174.55,261.55,443.2
22-Mar-19,360.75,1471.25,757.05,2949.75,2836.65,6960.05,378.95,304.42,316.1,3098.6,526.8,231.95,2751.3,21446.85,174.47,820.1,512.42,1138.08,2603.3,209.1,1678.05,1981.55,391.8,298.2,157.05,1698.6,743.1,285.75,1336.25,1394.7,678.8,6552.7,134.65,10600.65,152.35,198.5,1329.15,18118.25,298.05,473.25,2005.65,175.4,518.4,788.75,1102.55,623.3,3929.75,173.9,260.55,434.85
25-Mar-19,361.35,1457.55,745.7,2957.95,2849.8,6917.25,383.7,300.24,306.6,3090.75,526.85,237.2,2780.95,21151.35,175.82,815.4,508.82,1140.65,2575.7,205.45,1673.85,1945.65,383.5,295.05,164.35,1683.55,735.25,278.8,1308.65,1376.75,664.6,6522.6,135.35,10528.3,158.65,202,1312.01,17831.6,294,464.65,1984.25,171.3,515.15,789.6,1100.1,608.47,3871.05,168.25,256.5,416.45
26-Mar-19,368.6,1485.05,757.1,2952.8,2934.35,6987.85,383.9,300.98,312.85,3099.15,529.3,236.45,2782.35,21382,179.68,836.7,517.3,1155.67,2574.45,208.5,1683.8,1946.3,394.1,293.4,161.8,1714.65,727.75,281.35,1342.95,1372.8,669.6,6585.7,140.8,10691.9,160.05,202.85,1354.41,18126.2,303.5,469.8,1982.65,173.1,519.35,770.75,1115.75,602.2,3925.6,173.6,255,421
27-Mar-19,366.3,1472.05,759.3,2980.1,2945.25,6980.35,378.95,296.11,316.2,3096.9,525.5,234.45,2765.05,20974.15,177.93,828.6,521.58,1149.72,2543.2,207.65,1680.8,1919.9,393.2,293.1,161.45,1804.25,729.7,287.5,1332.85,1366.45,660.05,6518,137,10892,160.1,200.2,1336.58,17885.6,308.8,464.85,1967.9,169.85,515.8,764.95,1116.5,601.27,3901.95,175.45,254.55,423.05
28-Mar-19,381.3,1497,780.7,2948.8,2995.85,6952.55,385.85,302.95,317.1,3096.55,525.6,236.1,2717.2,20899,179.15,830.15,541.45,1151.4,2525.75,202.35,1683.9,1944.45,400.55,300,161.3,1821.1,737.8,288.25,1340.75,1386.7,655.95,6596.25,135.75,11073.1,155.9,198.25,1347.23,18268.85,319,475.45,2000.3,170.55,506.3,771.7,1134.25,619.37,3908.95,178.05,254.75,442.8
29-Mar-19,378.15,1492.7,777.25,2911.1,3025,7037.05,397.55,305.85,313.4,3085.5,528.9,237.2,2780.25,20547.7,173.82,857.95,543.73,1159.45,2553.15,205.5,1706.8,1968.25,400.5,297.25,162.85,1780,743.85,293.05,1334.5,1385.3,673.9,6672.55,134.7,10960.95,159.75,197.9,1350.45,18667.65,320.75,478.85,2001.65,174.25,521,775.9,1141.85,639.23,3998.35,184.45,254.8,445.5
01-Apr-19,383.05,1492.75,765.6,2915.65,3001.45,7158.8,391.9,312.92,314.25,3049.85,525.65,236.4,2794.8,20048.4,177.35,857.35,555.38,1155.9,2558.5,215.9,1690,1959.65,398.25,297.25,158.7,1743.05,755.1,292.3,1339.4,1412.2,660.9,6840.7,135.1,10915.15,157.25,195.55,1378.78,18796.75,322.75,478.85,2031.65,187.35,535.15,785.5,1120.35,622.87,4053.5,188.9,261.65,431.7
02-Apr-19,379.7,1519.3,767.4,2853.1,3055.2,7279.6,380.5,327.28,315,2994.2,522.65,236.4,2798.75,20583.5,181.3,845.65,551.3,1147.42,2569.95,216.95,1687.15,1995.95,397.15,297.9,158.15,1774.55,759.4,287.1,1339.45,1409.75,668.6,6889.7,135.15,10786.8,157.5,199.8,1376.65,18499.4,329,469.7,2079.3,202.95,530.65,792.45,1111.9,618.07,4026,187.9,261.65,417.7
03-Apr-19,382,1497.6,761.5,2847.3,3046,7401.55,363.2,321.36,317.25,2990.1,520.45,234.1,2765.2,20202.7,176.22,831.7,560.3,1146.38,2580.45,215.95,1670.8,2013.1,392.1,296.15,153.45,1773.6,753.3,289.9,1334.2,1378.05,658.45,7072.9,134.8,11003.75,155.45,200.95,1362.29,18606.3,320.5,462,2079.3,201.35,535.45,777.7,1100.5,616.17,4001.6,185.8,261.65,404.55
04-Apr-19,380.2,1519,762.15,2859.1,3039.45,7318.55,354.3,327.61,316.65,3041.8,521,234.8,2771.35,20489.55,173.15,834.9,549.02,1141.97,2637.2,210.45,1666.55,2042.05,388.75,294.8,155.2,1736.15,747.9,287.8,1322.9,1368.7,653.35,7113.1,135.65,10961.85,155.25,199.35,1340.34,18872.6,321.8,465.6,2014.5,206.15,530.65,774.5,1106.1,621,4079.95,187.2,259.05,417.3
05-Apr-19,387.15,1514.45,762.2,2861.65,3114.2,7397.8,358.1,327.47,316.8,2994.05,532.1,234.7,2754.35,20980.3,174.4,848.95,546.4,1152.8,2618.4,215.4,1659.1,2059.2,390.55,294.55,158.45,1767.95,759.3,294.25,1335.95,1373.8,658.2,7107.7,134.8,10980.75,156.55,196.3,1341.19,19079.4,317.05,463.15,2048.3,205.15,549.3,777.25,1106.4,627.33,4190.4,191.7,262.1,411.5
08-Apr-19,379.9,1496.35,754.6,2853.35,3024.1,7347.25,351,325.91,316.1,2971.5,525.4,232.95,2763.7,20612.65,170.95,840.45,548.17,1144.7,2586.85,214.45,1664.9,2054.9,387.1,292.75,152.05,1751,767.25,290.4,1343.25,1373.65,667,7129.45,135.55,10850.6,158.1,198.35,1316.77,18825.4,312.8,462.45,2070.75,200.55,549.05,787.15,1104.4,631.2,4166.85,186.65,263.7,404.75
09-Apr-19,380.7,1444.85,763.4,2924.8,3008.7,7379.2,356.3,322.83,315.2,2962.9,532,238.4,2753.3,20947.1,171.75,846,559.08,1143.62,2623.65,217.15,1680.5,2069.15,397.15,296.3,155.4,1767.1,760.6,291.55,1341.45,1375.2,667.85,7216.55,135.9,10790.05,157.55,198.35,1321.92,18952.85,314.75,470.95,2091.5,205.9,553.05,789.5,1098.55,629.77,4163.2,190,273.8,410.7
10-Apr-19,383.45,1409.85,760.85,2942.9,2998.35,7423.3,357.75,312.18,315.3,2958.8,546.45,240.05,2765,20973.75,168.85,847.3,549.35,1118.67,2594.4,211.7,1694.15,2029.25,394.2,294.7,156.6,1747.45,752.7,288.55,1349.9,1371.55,670.25,7186.35,134.6,10811.95,158,198.65,1318.9,18992,310.9,471.95,2040.25,216.05,544.4,790.25,1100.2,617.3,4131.05,188.5,281,412.55
11-Apr-19,379.45,1423.15,752.3,2993.7,3047.85,7562.75,361.7,318.01,313.35,2946.05,544.85,240.95,2811.75,20998.15,171.35,848.75,544.42,1128.75,2601.1,211.3,1710.4,2022.8,390.05,296.4,157.95,1740.65,742.7,287,1343.2,1378,672.75,7187.85,135.95,10764.1,158.6,195.95,1334.15,18966.95,314.9,465.55,2019.5,218.2,535.7,780.95,1105.05,615.03,4140.15,181.15,281.3,410.9
12-Apr-19,385.65,1438.65,764.35,3008.15,3008.8,7536.85,361.15,313.97,314.65,2984.3,554.85,240.8,2807.05,21361.15,178.38,853.45,541.73,1132.62,2639.9,209.75,1721.65,2024.95,394.6,305.75,155.35,1736.8,747.75,286.85,1343.45,1360.9,678.2,7342.85,135.95,10973.8,157.6,197.05,1330.49,19071.95,315.25,465.05,2014.5,215.95,533.65,785.35,1097,617.2,4166.5,183.9,283.4,418.15
15-Apr-19,387.05,1431.55,762.85,3035.05,3022.25,7509.15,358.4,319.25,308.45,2998.45,566.3,250,2792.8,21331.95,177.03,866,551.62,1144.4,2700.7,212.75,1722.05,2014.25,392.75,305.5,154,1748.9,727.5,292.15,1373.85,1356.9,683.2,7352.5,136.75,10970.1,156.45,198.05,1327.57,19384.9,315.6,458.65,2113.3,231.75,553.15,797.2,1090.15,619.83,4225.3,184.7,287.7,416.6
16-Apr-19,395.65,1459,771.1,3068.45,3032.5,7578.95,357.5,320.21,312.95,3020.5,559.35,251.6,2825.1,21270.55,175.8,883.55,553.52,1152.53,2739.65,214.95,1738.55,2026.7,407,307.2,155.7,1815.15,724.1,291.2,1386.4,1381.4,688.1,7458.55,137.55,11155.8,160.45,196.85,1331.13,19595.5,315.75,462.55,2131.8,230.5,553.25,798.1,1120.05,622.6,4255.05,184.95,280.9,415.55
18-Apr-19,390.55,1469.6,771.2,3069.5,3014.45,7571.15,362.9,318.56,307.2,2997.75,561.55,251.45,2799.1,21023.9,175.97,867.25,551.33,1146.83,2741.55,207.2,1739.9,2003.75,404.4,304.4,156.1,1764.3,717.05,299.15,1369.65,1360.7,684.65,7447.45,135.35,10954.45,160.6,194.3,1372.94,19693.85,310.8,463.2,2150.05,236.25,543.1,800.35,1125.4,622.7,4259.95,178.6,284.8,402.3
22-Apr-19,391.05,1443.35,755.5,3051.2,2991.25,7472.75,340.1,320.81,299.6,3000.15,561.1,252.05,2795.7,20400.85,172.43,863.9,550.55,1134.35,2689.5,200.4,1739.85,1953.9,394.5,301.8,149.75,1691,721.05,291.25,1356.7,1360.15,673.4,7321.25,136,10879.9,157.9,194.8,1332.72,19408.9,310.05,454.5,2161.45,234.85,534.2,805.35,1123.7,624.87,4204.85,175,288.25,396.55
23-Apr-19,390.9,1431,753.25,3039.15,3035.05,7495.05,336.35,316.5,294,2991,561.7,255.5,2822.15,20314.9,169.72,869.45,551,1122.65,2638.05,200.35,1744.2,1934.7,396.5,303.4,149.4,1651.35,728.2,288.3,1355.35,1348.2,665.75,7048.9,133.65,10910.2,163.75,193,1351.04,19292.4,305.25,468.55,2155.05,231.65,523.35,804.95,1129.55,628.5,4198.25,174.8,291.1,409.15
24-Apr-19,391.75,1450.05,752.85,3075.8,3093.05,7637.95,349,324.5,301.5,2978.2,558.55,254,2859.4,20531.55,173.03,880.55,569.48,1139.88,2611.9,200.7,1752.6,1980.4,401.1,306.45,153.8,1699.25,736.45,292.35,1366.75,1360.65,668.15,7016.7,133.95,10833.4,168.65,191.95,1376.45,19397.45,310.75,469.35,2183.45,223.6,525.25,818.75,1149.15,632.13,4394.65,174.8,293.05,417.9
25-Apr-19,389.25,1447.95,740.9,3088.05,3081,7669.5,358.25,328.5,270.7,2969.25,555.6,251.65,2924.9,20340.2,171.55,924.8,566.85,1131.72,2612.25,196.55,1734.2,1955.15,395.4,304.15,152.7,1683.45,728.55,286.6,1360.4,1355.15,665.15,6905.25,132.9,10846.45,168.85,191.55,1359.51,19901.8,306.2,461,2195,221.85,510.75,816.5,1141.3,643.4,4619,170.45,295.2,416.1
26-Apr-19,391.75,1448.75,759.9,3044.65,3096.85,7721.25,371.05,325.45,272.9,2967.7,567.95,250.5,2892.25,20330.65,176.7,913.45,569.88,1140.47,2604,201.15,1747.35,1977.4,407.2,304.55,152.85,1698.85,738,294,1379.25,1358.2,659.45,6842.85,134.1,10971.25,168.4,190.8,1379.72,20015.9,312.5,464.1,2238.55,215.6,545.25,823.25,1137.5,646.9,4609.95,169.7,294.8,417.7
30-Apr-19,392.8,1463.15,766.85,2984.1,3095.95,7520.45,379.85,320.3,262.55,2896.05,565,252.15,2933.75,20368.3,177.97,901.2,591.67,1158.72,2511.85,206.05,1757.7,1995.05,407.5,301.35,158.05,1606.5,751.35,308.35,1386.55,1348.55,645.3,6666.4,134.05,10905.3,169.2,186.4,1379.72,19789.5,309.95,457.65,2260.35,214.3,557.2,836.1,1158.55,646.1,4616.8,166.85,298.55,432.6
02-May-19,395.3,1436.6,752.35,3030.55,3131.75,7578.85,378.45,324.2,270.85,2783.05,565.6,252.35,2919.9,20565.1,173.78,899.3,580.02,1177.9,2551.7,204.7,1723.55,2017.4,395.55,305,158.1,1561.3,730.8,306.65,1406.35,1358.75,645.9,6683.25,133.1,10589.7,168.9,190.2,1391.86,19899.9,308.15,452.2,2215.4,207.3,554.95,837,1138.15,642.6,4616.3,168.3,293.65,418.45
03-May-19,387.25,1438.55,757.3,3059.75,3111.85,7624.2,380.75,331.45,274,2696.15,564.5,252.1,2907.45,20352.35,172.72,898.65,571.52,1183.97,2565.4,205.1,1693.55,2006.4,401.8,304.25,156.15,1556.6,723.6,308.85,1417.8,1363.6,645.8,6710,135.45,10485.7,170.25,190.85,1395.62,19871.75,310,453.25,2132,209.45,547.8,817.4,1145.05,646.9,4566,167.7,290.9,411.4
06-May-19,379.8,1412.8,747.45,3026.2,3034.3,7667.95,390.35,333.45,271.85,2666,563.35,251.35,2920.6,20349.9,173.12,896.55,568.02,1164.22,2531.3,198.9,1668.9,1965.45,401.3,307,156.7,1528.25,718.4,296.7,1410.4,1352.7,638.5,6709.65,135,10364,170.15,190.45,1371.9,19766.4,308.75,453.15,2157.85,199.8,535.95,820.15,1082.85,633.2,4518.55,166.75,290.85,387.75
07-May-19,371.9,1387.8,741.85,3033.05,3017.05,7561.95,378.85,324.95,268,2650.55,557.95,248.8,2942.45,20353.2,170.38,872.35,565.88,1161.17,2527.35,200.45,1697.5,1966.3,386.5,301.9,153.45,1515.8,724.55,288.1,1408.15,1366.6,636,6702,134.1,10477.1,171.7,191.55,1330.88,19766.6,305.45,448.2,2151.95,190.95,530.6,814.65,1086.5,634.1,4531.25,163.5,293.85,369.15
08-May-19,369.8,1385.7,735.5,2957.75,2921.3,7345.75,379.8,324.5,266.7,2649.5,558,249.1,2900.5,20336.55,168.75,870.95,566.3,1153.62,2499.7,200,1688.7,1930.75,382.2,300.65,152.2,1488.75,719.35,289.25,1402.2,1360.35,621.65,6650.15,130.8,10298.35,168.9,190,1287.25,19832.5,298.25,439.15,2152.85,185.1,522.65,802.3,1088.7,641.1,4507.65,159.4,290.85,331.6
09-May-19,363.9,1354.2,731,2982.9,2971.35,7467.3,368.05,315.45,267.1,2672.4,557.75,242.3,2900.6,20360.9,170.2,869,568.3,1145.45,2537.75,198.15,1703.75,1914.6,381.4,299.85,150.6,1476.55,721.05,285.45,1385.5,1356.45,625.45,6624.95,127.7,10362.2,169.4,187.9,1244.65,19318.9,299.3,439.35,2172.55,186.35,519.15,809.65,1104.45,632.6,4478.4,157.15,291.05,357.9
10-May-19,372.55,1341.05,735.05,2966.2,2922.85,7383.7,362.95,324.1,262.25,2688.55,555.55,241.25,2876.4,20354,170.78,857.6,543.33,1148.25,2507.3,195.8,1687.45,1931.7,385.1,297.75,147.6,1439.9,716.85,287.35,1398.15,1355.5,628.75,6631.6,127,10231.15,166.3,185.55,1239.4,18983.3,308.05,437.75,2135.8,185.9,486.8,808.4,1132.1,639.33,4434.25,155.95,290.35,371.2
13-May-19,364.75,1332.5,732.1,2972.75,2931.85,7347.35,355.1,318.65,265.45,2676.55,546.7,242.1,2802.75,18751.75,166.03,837.95,541.83,1143.6,2510.75,192.2,1702,1952.9,376.3,289.3,142.6,1393.3,719.7,276.9,1389.35,1317.65,617.6,6543.75,123.55,10300.05,164.1,182.65,1220.48,18817.15,306.9,398.1,2128.75,180.75,472.3,817.3,1144.7,635.43,4338.45,154.2,289.1,342.05
14-May-19,370.55,1320.25,731.35,2937.2,2881.85,7365.7,358.6,336.6,270.05,2697.6,556,241.8,2807.6,19230.9,172.57,845.55,533.92,1143.95,2509.75,192.95,1698.5,1965.2,380.4,294.35,143.6,1432.7,713.85,281,1382.95,1341.8,614.25,6576.2,125.6,10198.65,164.15,181.65,1248.61,18954.25,314.65,419.45,2092.35,184.5,469.55,790.05,1154.75,636.73,4424.3,160.75,284.6,346.3
15-May-19,360.15,1305.95,721.95,2914.45,3002.75,7454.7,359.55,331.25,263.85,2687.75,555.7,235.1,2813.55,19997.75,165.88,814.8,533.73,1143.35,2493.4,190.65,1671.05,1944.95,377.05,297.05,145.75,1379,716.1,268.5,1395.8,1325.8,609.65,6493.75,123.95,10268.55,162.75,178.5,1245.1,19013.6,312.1,409.75,2095.4,169.45,462.95,790.3,1163,646.33,4342.35,160.05,283,322.35
16-May-19,371.5,1304.4,731.85,2942.65,3110.05,7617.45,375.55,325.2,268.15,2716.2,550.2,232.15,2801,20305.25,164.6,820.1,536.12,1155.33,2520.3,194.6,1688.2,1942.1,382.5,294.75,151.15,1358.2,733.1,275.95,1413.15,1337.15,605.25,6479.65,125.75,10280.55,165.95,181.85,1253.47,19417.7,315.75,412.4,2108.75,175.4,469.25,789.35,1186.45,647.23,4512.8,163.5,285.35,345.7
17-May-19,367.1,1320,748.95,3040.05,3301.1,7992.95,376.2,328.45,268.7,2779.25,544.15,236.15,2745,20937,166.53,828.95,531.35,1181.05,2622.55,191.7,1736.8,1993.65,389.7,301.4,149.6,1373.55,723.9,276.4,1460,1361.9,619.65,6706.85,125.5,10465.65,167.35,182.15,1255.5,19480.55,319.25,409.1,2095.45,176.85,469.45,784.85,1190.5,647.1,4492.8,160.95,286.4,372.15
20-May-19,400.1,1373.95,782.4,3006.3,3407.55,8235,391.8,340.1,269.55,2801.2,565.45,237.7,2589.4,21297.2,172.8,890.3,536.77,1216.17,2713.45,198.75,1772.5,2122.5,407.7,307,157.65,1494.65,722.4,285.5,1502.55,1451.45,653.25,7084.6,129.25,10768.15,176,188.05,1313.45,20346.25,344.7,413.5,2143.95,190.15,483.8,779.35,1231.65,679.23,4774.2,167.1,290.25,362.5
21-May-19,387.6,1357.75,772.95,2979.3,3433.3,8185.4,374.45,330.65,276.1,2848.7,559.35,237.2,2667,20901.75,169.35,865.6,528.05,1201.85,2657.2,196,1785.25,2114.5,400.15,305.9,153.5,1447.75,709.3,279.4,1487.9,1449.1,639.15,6875.35,128.6,10609.2,174.75,183.95,1327.22,20480.65,337.55,408.85,2109.75,176.8,472.55,773.05,1244.4,666.57,4639.75,165.45,286.9,347.7
22-May-19,385.95,1368.45,779.15,3047.2,3448.9,8221.55,384.25,335.15,269.35,2852.65,553,241.25,2657.75,21224.65,168.45,857.35,530.5,1202.88,2699.65,198,1768.3,2138.8,405.35,299.75,155.45,1518.9,709.75,276.95,1495.25,1461.1,640.55,6899.8,129.6,10700.55,177,182.1,1327.81,20207.5,341.1,421.2,2081.75,179.1,473,749.95,1241.1,676.43,4647.35,166.3,283.1,342.2
23-May-19,407.55,1367.75,776.4,3065,3377.75,8013.3,384.35,338.8,273.85,2838.7,564.75,244.15,2637.3,20321.15,168.97,886.55,533.2,1166.05,2743.5,191.75,1753.85,2114.4,410.85,288.2,154.2,1598.75,701.05,275.95,1499.75,1476.1,639.5,6929.25,129.85,10797.05,174.15,184.65,1321.37,20817.8,342.2,412.95,2054.05,175.15,464.7,743.3,1220.25,674.8,4683.95,157.35,282.2,360.45
24-May-19,410.25,1384.5,793.2,3077.9,3467.9,8151.7,395.45,353.2,277.55,2851.05,570.6,244.9,2663.9,20850.65,170.82,910.05,532.98,1186.67,2828.45,195.8,1749.6,2123.4,431.75,290.45,156.8,1648.9,709.2,288,1511.7,1544.15,665.45,7093.15,129.15,10660.05,174.4,185.65,1324.3,20927.2,355.35,415.75,2048,182.3,484.15,735.85,1219.9,680.57,4800.1,163.9,282.9,376.85
27-May-19,412.4,1366.85,813.9,3066.9,3449,8213.05,402,349.5,279.55,2896.55,578.7,244.1,2658,20887.35,174.18,935.3,532.1,1204.17,2821.2,200.6,1771.95,2165.3,435.5,290.85,162.2,1612.8,708.1,287.75,1529.4,1596,679.35,7068.45,133.2,11036.25,173.65,187.35,1298.34,21471,361.7,414.85,2055.15,181.35,512.55,726.05,1240.95,682.97,4841.05,166.5,280.5,361
28-May-19,412.65,1364.35,808.4,2988,3409.8,8128.55,401.95,345.6,269,2887,577.95,250.7,2651.95,20790.1,174.38,910.95,535.65,1208.1,2743.1,201.85,1776.9,2147.85,434.3,288.9,163.45,1619.65,728.1,292.95,1511,1574.5,670.55,7054.65,132.6,11105.2,175.3,190.2,1311.32,21651.7,360.05,412.75,2073.75,180.25,507.05,737.15,1231.55,677.03,4772.95,169.55,282.95,381.8
29-May-19,406.55,1358.25,804.7,2925.5,3409.25,8131.75,399.15,338.8,275.7,2917,564.35,250.7,2610.75,20423.75,176.88,910.5,542.5,1208.45,2725.5,199.3,1780.85,2147.45,423.3,288.1,160.35,1608.65,727.8,280.55,1513.9,1552.45,672.15,6891.45,130.9,11206,171.55,190.15,1300.72,21636.85,348.65,423.8,2107.55,176.35,493.3,738.85,1234.65,664.67,4719.85,165.85,285.7,372.55
