Date,Adani Ports & Special Economic Zone Ltd.,Asian Paints Ltd.,Axis Bank Ltd.,Bajaj Auto Ltd.,Bajaj Finance Ltd.,Bajaj Finserv Ltd.,Bharat Petroleum Corpn. Ltd.,Bharti Airtel Ltd.,Bharti Infratel Ltd.,Britannia Industries Ltd.,Cipla Ltd.,Coal India Ltd.,Dr. Reddy'S Laboratories Ltd.,Eicher Motors Ltd.,G A I L (India) Ltd.,Grasim Industries Ltd.,H C L Technologies Ltd.,H D F C Bank Ltd.,Hero Motocorp Ltd.,Hindalco Industries Ltd.,Hindustan Unilever Ltd.,Housing Development Finance Corpn. Ltd.,I C I C I Bank Ltd.,I T C Ltd.,Indian Oil Corpn. Ltd.,Indusind Bank Ltd.,Infosys Ltd.,J S W Steel Ltd.,Kotak Mahindra Bank Ltd.,Larsen & Toubro Ltd.,Mahindra & Mahindra Ltd.,Maruti Suzuki India Ltd.,N T P C Ltd.,Nestle India Ltd.,Oil & Natural Gas Corpn. Ltd.,Power Grid Corpn. Of India Ltd.,Reliance Industries Ltd.,Shree Cement Ltd.,State Bank Of India,Sun Pharmaceutical Inds. Ltd.,Tata Consultancy Services Ltd.,Tata Motors Ltd.,Tata Steel Ltd.,Tech Mahindra Ltd.,Titan Company Ltd.,U P L Ltd.,Ultratech Cement Ltd.,Vedanta Ltd.,Wipro Ltd.,Zee Entertainment Enterprises Ltd.
28-Mar-18,354.1,1120.4,510.5,2744.7,1767.55,5171.55,427.45,366.08,336.15,2485.3,545.45,283.3,2080.55,28372.65,164.28,1050.9,484.3,943.05,3542.8,214.55,1333.35,1825.6,278.35,255.5,176.6,1796.75,565.9,288.15,1047.8,1310.9,738.9,8861.1,141.42,8203.55,177.8,193.25,874.41,16196.45,249.9,495.1,1424.58,326.85,571.05,638.7,942.3,486.83,3950,277.85,210.86,575.5
02-Apr-18,369.7,1150.15,499.05,2808.95,1818.6,5267.4,423.4,362.77,337.65,2553.53,576.25,277.5,2132.1,28288.75,162.4,1089.25,489.75,965.6,3646,211.25,1351.3,1838.05,261.85,258.25,170.45,1804.6,568.58,296.55,1096.55,1335.95,748.05,9008.2,142,8308.95,179.95,194.9,884.56,16410.25,246.15,507.85,1454.83,339.15,578.8,640.3,944.1,501.6,3978.5,282.3,217.24,578.95
03-Apr-18,366.4,1152.1,501.55,2792,1834.25,5381.6,426.25,369.29,339.15,2549.9,570.3,278.95,2124.9,27990,164.88,1087.9,484.62,957.95,3644.95,207.95,1348.4,1825.7,270.05,258.5,174.15,1829.7,570.23,303.05,1103.3,1330.4,770.1,9026.45,141.12,8343.95,177.5,198.55,891.1,16644,250.5,510,1455.62,343.1,579.7,615.95,931.95,510.43,3951.2,283.2,212.92,581.55
04-Apr-18,367.8,1136,492.25,2766,1850.2,5228.55,414.95,362.73,336.95,2512.2,569.8,274.55,2091.4,28934.25,164.12,1059.35,479.62,941.62,3667.15,200.8,1357.45,1803.3,268.65,258.6,171.15,1799.35,562.1,295.85,1078.3,1296.15,756.55,9013.5,138.79,8351.05,175.4,196.05,886.5,16318.05,247.3,502.25,1455.45,355.6,560.55,606.3,904.35,488.33,3881.3,274.3,211.2,574.45
05-Apr-18,375.95,1142.9,503.1,2808.15,1915.6,5443.85,422.45,361.67,338.05,2533.93,560.35,277.8,2111.1,29677.75,166.2,1094.25,481.02,954.45,3782.15,214.15,1382.2,1824.45,278.65,259.65,173.55,1836.95,573.77,308.4,1118.3,1328.8,774.6,9132.6,140.79,8384.25,177.45,196.25,899.67,16689.3,259.3,507.55,1478.97,362.2,580.45,617.35,920.05,504.63,3966.6,289.9,214.69,586.1
06-Apr-18,379.3,1143.5,500.2,2786.4,1937.6,5484.25,433.95,353.45,338,2589.12,558.95,275.8,2124.8,29799.15,167.12,1084.6,476.32,961.7,3779.45,214,1374.8,1829,280.65,260.85,174.25,1824.15,563.5,308.2,1119.2,1316.55,771.95,9206.2,141.21,8346.95,176.95,195.95,902.45,17057.95,259.7,512.6,1475.15,364.1,587.2,618.2,940.3,502.13,3949.5,285.05,212.96,584.5
09-Apr-18,377.35,1157.45,519.3,2772.45,1944.25,5561.3,450.35,349.18,337.2,2581.45,556.75,274.45,2121.25,29805.75,165.4,1078.5,476.62,969.52,3798.7,221.35,1391.6,1836.7,280.85,265.8,179.8,1860.1,555.62,309.4,1118.25,1327.9,786.2,9292.65,141.37,8382.25,178.4,195.85,907.4,17086.35,260.65,510.85,1461.95,358.3,586.15,614.85,960.65,500.8,3918.2,281.35,213.79,571.8
10-Apr-18,387.25,1156.75,546.15,2766.45,1926.05,5412.9,451.15,354,335.45,2567.12,558.15,280.9,2112.1,29972.05,165.97,1081.9,474.23,960.42,3718.3,230,1391.5,1817.5,288.8,266.7,179.3,1847.95,556.7,311.35,1113.65,1349.9,777.6,9273.45,140.33,8499.1,180.2,196.95,908.44,16996.15,263.3,508.25,1468.8,353.25,601.9,626.45,962.25,501.13,3931.2,284.1,214.5,573.75
11-Apr-18,377.9,1155.85,539.8,2755.55,1924.65,5420.2,417.3,353.77,337.45,2567.68,561.5,283.4,2100.7,30685.1,163.5,1068.7,483.65,959.42,3739.35,234.2,1409.15,1812.4,284.55,265.15,167.35,1855.75,562.12,312.2,1126.1,1352.75,789,9302.5,140.42,8476.35,182.15,197,922.11,16909.7,257.05,521.45,1507.08,355.8,608.05,633.35,979.95,497.03,3924.65,296.8,214.27,575.2
12-Apr-18,372.35,1165.2,548.75,2763.2,1929.35,5420.75,418.65,349.09,340.7,2581.43,556.15,281.5,2060.5,30681.55,163.03,1064.45,505.02,964.4,3749.45,232.6,1412.75,1829.05,286.75,261.95,168.25,1857.8,581.3,308.25,1134.6,1357.45,787.85,9204.45,141.25,8636.95,181.75,196.35,919.98,16943.35,253.8,515.9,1569.62,358.4,598.4,652.8,976.05,498.6,3872.3,288.7,215.14,571.25
13-Apr-18,383.1,1162.2,542.55,2786.2,1914.35,5316.8,405.4,346.98,339.7,2604.45,555.5,285,2089.95,31353,163.43,1063.65,495.62,962.5,3725.9,237.8,1410.55,1840.6,288.25,260.75,165.35,1861.3,585.73,308.5,1151.1,1354.85,789.6,9123.95,142.46,8687.5,182.5,197.5,930.03,16923.4,250.95,513,1576.65,357.05,594.05,671.55,987.15,498.07,3878.95,291.65,220.61,575.95
16-Apr-18,387.5,1178.85,542.4,2838.3,1943.3,5386.15,408.2,345.83,340.05,2656.18,584.95,286.1,2102.45,31299.25,162.35,1092.4,499.95,971.05,3803.15,239.45,1419.5,1870.45,287.6,264.45,165,1864.65,566.6,308.9,1172.1,1368.1,801.45,9232,145.08,8749.4,181.5,199.2,928.25,16968.3,249,519.4,1593.83,339.15,591.6,668.7,980.5,509.07,3917,290.3,217.42,578.1
17-Apr-18,383.4,1176,532.4,2864.2,1935.05,5426.1,410.65,350.79,334,2671.05,579.95,287.6,2105.55,31027.6,162.82,1094.75,505.5,974.25,3769,239.4,1445.55,1889.7,291.75,267.6,167.2,1866.85,562.6,309.15,1164.85,1359.55,809.35,9160.35,147.46,9013.6,180.8,204.9,935.38,16977.2,248.15,512.15,1583.3,336.45,596.05,668.3,997.6,505.03,3917.25,288.8,213.56,575.45
18-Apr-18,384.95,1172.3,518.25,2862.05,1926.85,5371.85,405.2,352.81,336.05,2680.82,584.6,285.1,2101.65,30873.9,165.32,1092.85,498.43,966.3,3737.8,242.8,1450.5,1877.7,290.05,275.35,164.95,1843.6,562.98,309.95,1153.95,1360.1,798.3,9121.5,148.79,8975.25,182.1,205,929.19,17034.85,246.45,512,1579.55,334.8,601.6,656.8,977.1,505.07,3992.35,291.1,219.49,588.25
19-Apr-18,386.55,1165,512.9,2857.95,1913.3,5385.2,376.55,363,335.95,2697.9,584.4,283.2,2136.3,30920.15,167.68,1104.15,509.27,969.5,3723.6,264.75,1454.2,1858.65,289.6,277.35,157.95,1832.95,566.42,322.85,1153.9,1385,801.9,9077.65,147.96,9145.55,183.95,208.1,933.45,17141.9,246.15,509.2,1595.58,334.25,621.95,665.2,952.75,512.6,4103.45,311.7,219.34,592.9
20-Apr-18,381.15,1159.35,505.7,2852.7,1880.4,5286.35,371.4,369.11,331.1,2661.18,589.05,292.05,2121.9,31148.7,165.28,1100.8,531.17,977.95,3742.7,262.1,1467.8,1834.15,282.15,276.2,160.1,1812.85,589.23,322.85,1152.85,1365.05,799.5,9025,145.29,9162,182.35,207.2,919.19,16999.85,241.2,505.3,1701.22,336,606.2,700.5,956.55,510.5,4080.9,308.6,223.54,587.7
23-Apr-18,386.35,1178.7,506.2,2852.15,1899.35,5294,381.35,369.89,328,2656.53,600.15,289.8,2135.55,31065.2,166.28,1085.1,544,967.88,3718.2,255.6,1452.75,1830.85,279.4,275.5,161.7,1874.4,593.85,321.8,1169,1360,824.3,9064.85,144.67,8905.35,181.05,206.8,927.21,17117.25,242.45,514.25,1704.33,334.05,606.6,702,962.95,502.53,4143.7,305.05,223.01,595.25
24-Apr-18,392.25,1170.1,504.85,2886.8,1917.8,5427.65,383.7,373.01,329,2648.6,601.9,290.5,2150.15,31136.75,168.88,1080.4,530.98,967.5,3716.9,236.75,1459.65,1859.55,284.1,276,163.05,1877.4,577.25,324.75,1166,1378,838.55,9064.65,144.04,8822.05,182.65,206.45,960.94,17245.9,240.6,517.8,1692.83,331.55,597.55,682.7,961.95,496.47,4119.25,297.4,215.21,588.7
25-Apr-18,391.9,1163.05,498.4,2900.35,1899.85,5434.3,385.8,385.5,325.45,2687.65,593.05,290.95,2118,30746.95,163.78,1062.35,534.4,960.38,3717.2,232.05,1459.2,1849.5,278.9,274.1,160.6,1847.75,580.17,321.7,1167.85,1362.9,853.85,8934.6,143.21,8734.55,179.45,207.35,961.39,17410.8,237.2,514.05,1735.12,328.6,586.2,686.4,960.85,495.93,4134.8,290.2,215.36,585.35
26-Apr-18,397.1,1155.7,493.75,2884.95,1892.1,5339.25,385.5,375.72,316.1,2686.7,599.95,290.8,2076.85,31205.2,162.68,1069.2,538.65,965.12,3761.85,234,1491.25,1850.45,278.85,278.25,161.15,1881.9,588.23,327.7,1185.7,1347.2,858.15,8946.45,143.33,9042.95,180.8,207,966.19,17227.35,233.2,512.6,1769.62,330.25,578.2,691.1,969.5,500.17,4079.45,290.3,211.01,581.15
27-Apr-18,402.45,1181.6,539.2,2947.15,1901.15,5435.25,390.15,375.31,320.25,2730.38,599.85,286.75,2097.75,31599.3,165.4,1086.8,520.83,961.7,3713.5,234.95,1473.95,1853.75,287.9,279.4,162.9,1884.7,592.6,327.6,1188.75,1377.75,862.7,8783.35,142.29,9061.7,180.7,207.9,986.94,17018.95,242.6,524.15,1725.97,336.9,589.8,670.5,970,502.9,4062.35,294.05,207.11,591.65
30-Apr-18,407.3,1201.7,517.3,2952.6,1907.7,5482.6,387.35,376.04,313.1,2756.6,607.4,285,2109.85,31188.6,162.55,1093.7,526.38,972.15,3732.25,235.65,1508.9,1883.25,284.2,281.45,162.3,1898,599.75,325,1211.1,1400.9,873.3,8814.95,143.46,9396.55,180.55,207.85,954.25,16943.8,246.4,528.4,1766.05,340.4,594.95,670.6,981.8,486.57,4108.85,298.4,209.06,588.05
02-May-18,401.1,1222.3,523.75,2965.95,1905.1,5436.9,380.95,375.03,313.8,2712.53,612,280.5,2118.2,30522.25,161.85,1095.75,500.25,984.75,3664.1,228.05,1471.95,1910.6,276.9,287.25,161.15,1868.3,598.52,315.15,1256.85,1403.15,863.15,8744.5,142,9201.25,180.05,205.15,963.57,16603.7,241,515.2,1749.88,336.05,574.5,662.55,964.5,488.93,4016.5,283.4,206.66,596.3
03-May-18,397,1206.75,533.4,2975.2,1874.3,5402.05,377.7,371.31,324.95,2668.55,609.3,276.95,2121.1,29878.4,161.57,1087.5,462.85,983.95,3655.6,231.55,1452.2,1922.7,281.9,285,161.7,1878.15,591.27,319.3,1233.55,1377.75,865.1,8755.95,145.25,9098.65,181.1,206.45,952.57,16701.05,241.9,536,1740.92,333.5,585.45,652.95,959.35,471.93,3995.35,286.2,203.59,593.8
04-May-18,408.25,1190.45,520.3,2888.65,1857.4,5348.05,380.2,364.29,322.45,2692.25,597,271.3,2106.6,29208.4,164.88,1073.9,464.93,994.25,3659.75,231.35,1464.2,1910.35,282.85,277.15,161.5,1891.15,586.55,317.4,1233.45,1368.7,854.3,8678.2,142.42,9111.4,180.25,207.4,944.99,16333.65,241.95,517.95,1740.38,334.4,580.75,662.65,958.1,469.1,3985.85,281.65,202.42,586.65
07-May-18,412.4,1215.25,536.1,2915.3,1895.45,5401.3,385.8,365.66,320.65,2736.35,591.05,267.4,2069.5,29766.85,171.9,1077,464.1,988.7,3648.05,237.85,1497.9,1918.7,289.8,282.25,164.3,1889.8,591.5,325.8,1245.05,1389.15,885.6,8743.7,142.08,9092.7,183.9,209.3,961.88,16555.85,246.5,513.7,1710.47,335.15,596.45,657.4,968.95,478.27,4033.4,285.45,206.06,599.85
08-May-18,412.8,1209.9,542.25,2892.25,1868.4,5340.7,392.6,368.33,321,2722.35,590.65,268.15,2074.95,30427.05,170.93,1092.6,460.05,983.52,3657.3,238.7,1496.05,1903.35,309.3,282.7,166.55,1869.6,582.77,324.05,1241.85,1364.9,865.3,8775.2,142.83,9117.7,183.1,212.75,958.02,16527.6,250.05,511.45,1720.6,332.15,596.35,653.35,968.1,481,4064.1,282.9,204.56,594.55
09-May-18,413.35,1222.55,548.5,2872,1849.1,5349.5,385.45,369.52,324.85,2700.75,588,267.35,2064.35,30315.65,170.95,1094.95,463.75,989.2,3654.4,238.15,1496,1897.65,306.8,282.3,167.2,1879.1,585.35,321.75,1251.15,1375.65,860.1,8718.35,142,9120.75,182.85,211.85,967.53,16352.9,248,506.15,1744.65,341.95,603.15,654.1,985.7,487.53,3966.25,283.15,202.69,591.45
10-May-18,410.8,1217.7,547.65,2827.5,1837.4,5237.95,390.2,378.38,320.7,2693.22,575.5,269.35,1989.6,30647.5,170,1093.05,465.1,996.35,3646,241.3,1486.5,1894.3,306.85,280.15,167.95,1885.35,584,319.55,1247.5,1362.2,856.5,8704.95,140.42,8981.55,188.25,208,971.94,16105.4,247.95,497.2,1725.62,333.6,594.15,663.6,973.1,481.33,3998.55,279.7,202.84,588.4
11-May-18,412.7,1286.45,553.3,2815.45,1861.5,5345.45,399.3,354.97,319.85,2738.85,573.7,271,1990.5,30873,171.3,1100.75,466.43,1005.88,3618.3,242.7,1504.1,1919.8,310.95,283.65,169.1,1894.25,590.38,323.75,1267.3,1387.4,869.1,8750.3,139.54,9523,187.5,206.85,979.96,16207.2,250.35,472.05,1728.47,330.8,607.25,666.45,956.05,490.17,4071.6,286.95,204.49,592.8
14-May-18,409.95,1297.35,551.9,2831.95,1864.5,5386.45,404.2,351.8,316,2732.05,578.5,270.05,2017.75,30495.25,172.1,1100.1,462.65,1010.88,3648.3,242.1,1503.55,1930.6,310.1,284.8,168.4,1915,594.65,329.05,1271.6,1381.75,852.65,8707,143.04,9571.4,187.25,209.05,977.34,16184.5,253.6,473.8,1716.78,323.6,610.35,667.25,920,485.67,4107.05,282.1,204.26,577.65
15-May-18,409.15,1314.65,549.7,2823.65,1901.95,5397.5,405.8,350.7,312.45,2727.4,575.8,263.5,2008.5,30772.85,169.72,1089.45,462.5,1018.9,3649.6,243.9,1515.5,1929.55,308.25,281.85,167.2,1916.95,597.27,334.55,1283.85,1374.2,847.05,8726.6,141.75,9565.2,189,213.85,969.76,16444.5,248,468.65,1741.2,310.1,625.95,670.65,931,488.87,4109.3,281.7,203.25,572.65
16-May-18,403.1,1323.7,550,2811.9,1919.95,5319.2,398.35,344.64,315.2,2771.1,559.9,263.5,1993.95,30565.7,165.32,1082.4,460.12,1011.67,3575.5,239.75,1574.1,1914.55,297.25,285.85,165.95,1925.6,594.98,336.6,1281.4,1362.35,853.1,8695.6,141.67,9628,186.2,213.45,947.17,16474.95,243.1,471.7,1746.95,310.25,621.25,672.7,931.15,483.9,3990.75,278.8,206.02,575.75
17-May-18,397.9,1309.45,539.45,2815.45,2066.5,5569.25,390.6,337.52,321.75,2738.38,553.75,271.5,1977.15,30495.95,165.18,1083.2,454.88,1013.88,3554.55,233.05,1569.8,1875.1,296,278.95,164.75,1914.35,591.45,332,1270.7,1355.95,849,8697.5,139.25,9705.85,188.6,213.45,936.47,16419.05,242.7,479.85,1745.9,314.9,610.3,675.8,936.5,471.4,3957.8,276.95,208.76,570.95
18-May-18,389.5,1308.35,532.9,2787.5,2149.65,5729.8,386.35,331.78,316.15,2798.53,533.05,266.8,1982,30086.2,160.75,1062.85,445.35,1006.08,3561.05,231.5,1605.8,1853,286.1,282.3,163.7,1930,591.6,319.45,1294.4,1315.55,836,8510.95,138.83,9683.5,185.05,212.95,925.08,16390.2,238.85,464.9,1751.03,304.6,591.4,692.95,939.95,472.97,3858.85,270.3,201.67,567.6
21-May-18,383.7,1301.7,526.85,2720.55,2105.45,5722.05,393.85,330.54,321.7,2760.8,520.45,270.25,1893.05,29432.9,162.82,1035.85,447.98,996.52,3492.9,228.25,1578.65,1819.2,289.3,282.35,165.15,1924.95,589.75,309.25,1276.65,1313.25,825.95,8428.5,137,9486.35,185.75,212.65,922.6,16074.8,244.45,443.75,1778.38,295.9,577,685.35,915.25,455.03,3852.25,263.85,198.64,554.1
22-May-18,379.75,1286.85,523.3,2808.5,2149.3,5971.8,397.6,332.24,315.85,2802.2,524,279.05,2009.6,29929.55,164,1039.5,452.45,994.95,3499.9,234.95,1574.3,1810,290.3,278.75,160.5,1903.95,596.92,318.4,1262.7,1320.15,830.2,8560.65,137.62,9634.25,185.2,210.75,918.05,16360.25,253.9,453,1754.45,307.7,576.8,686.4,914.2,454.87,3755.55,269.95,198.71,565.6
23-May-18,374.25,1278.6,520.25,2774.95,2078.4,5790.05,373.95,327.61,317.3,2857.85,532.4,276.2,1954.35,29392.05,161.47,1047.35,447.18,983.75,3482.95,229.95,1568.1,1783.65,292.05,273.45,153.5,1853.65,592.45,310,1255.35,1326.9,831.8,8497.4,138.79,9641.3,175.4,211.3,903.68,16044,263.2,452.25,1747.55,309.45,540.05,697.45,920.1,456.97,3700.8,252.65,197.59,554.1
24-May-18,371.25,1293.6,534.45,2732.8,2094.75,5826.4,371.35,341.47,318.35,2859.1,533.5,280.1,1972.95,29515.4,154.75,1021.7,455.85,993,3489.9,234.1,1561.1,1806.1,297.7,274.85,155.9,1870.7,610.5,314.15,1275.45,1338.05,843.05,8410.75,137.54,9665.35,167.7,211.75,907.25,16172.85,268.5,462.85,1801.85,288.65,548.2,711.35,921.3,463.13,3658.4,250.6,198.26,555.5
25-May-18,379.9,1292.35,538.5,2758.5,2116,6071.7,380.55,346.11,314.85,2913.75,536.65,275.6,1967.85,30203.45,159.57,1030.65,458,1004.35,3552.85,245.5,1575.75,1819.75,295.65,272.3,163.45,1914.95,614.15,326.05,1295.85,1342,857.7,8548.15,137.75,9734.8,175.45,212.05,912.15,16250.3,266.95,466.45,1792.9,294.15,568.25,702.75,924.4,464.83,3682.15,251.8,198.45,562.75
28-May-18,378.9,1321.85,546.15,2790.15,2094.95,6009.35,402,344.45,310.7,2921.47,539.5,284.8,1994.55,30682.75,168.2,1060.35,447.25,1021.1,3599.8,241.65,1582.85,1829.55,299.25,275.3,170.45,1914.45,607.2,327.1,1297.15,1376.45,849.95,8709.3,139.75,9659.05,175.6,206.95,911.76,16826.4,272.05,499.7,1751.03,296.3,576.65,675.25,928.9,480.67,3730.3,253.65,197.48,573.2
29-May-18,377.85,1299.5,547.75,2796.05,2077.1,5887.85,405.35,348.13,304.9,2902.55,530.6,282.35,1980.7,30510.7,171.47,1057.8,452.55,1016.3,3610.4,242.5,1572.7,1809.75,289.9,274.05,172.45,1877.3,608.35,331.75,1284.25,1380.6,870.25,8714.9,138.29,9512.3,175.55,207,908.83,16825.65,264.3,499.5,1761.75,294.65,575.35,677.85,914.5,469.9,3716.05,253.25,197.25,557.3
30-May-18,374.4,1293.85,541.65,2762.9,2118.65,5958.85,400.25,345.05,301.15,2894.93,525.6,289.05,1961.8,30136.3,171.53,1041.5,453.68,1024.17,3601.45,238.1,1585.8,1790.8,284.9,271.9,170.8,1884.85,605.85,332.55,1303.25,1365.65,897.95,8588.2,137.75,9530.05,174,209.5,907.5,16857.55,267.15,494.55,1757.05,288.9,577.9,687.25,913.6,469.8,3706.65,251.1,195.64,557.45
31-May-18,392.15,1304.65,545.9,2750.3,2109.9,6042.25,403.95,343.03,298.65,2961.97,524.8,296.25,1936.6,30780.65,175.45,1039.8,455.18,1069.72,3544.9,234.2,1611.45,1833,285.8,271.65,174.1,1955.45,615.9,331.9,1334.6,1370.4,922.95,8537.2,139.62,9654,177.9,209.45,912.7,16880.6,269.55,480.35,1741.05,282.5,575.65,712.35,900.1,471.73,3744.9,248.3,196.42,556.05
01-Jun-18,387.6,1293.05,536.65,2896.55,2077.4,5882.2,409.25,352.31,300.65,2906.22,524.5,294.65,1941.4,29868.75,170.68,1028.7,452.43,1055.3,3626.3,238.5,1588.85,1844.25,289.3,269.95,172.35,1915.4,610.4,331.9,1318,1372.4,901.6,8808.85,136.96,9898.55,173.2,205.95,921.81,16656.4,266.7,484.35,1732.45,287.2,560.65,701.15,900,465.17,3688.15,248.25,195.45,558.3
04-Jun-18,378.55,1284.45,537.05,2878.5,2062.85,5748.55,408.5,341.84,295.15,2883.1,520.7,292.6,1996,29377.65,167.53,1034.85,450.35,1023.1,3613.6,241.6,1563.2,1833.15,286.75,268.9,173.8,1902.2,619.7,331.85,1303.95,1357.85,914.5,8749.85,135.04,9817,171.1,201.7,932.02,16357.55,263,478.6,1744.25,286.65,566.15,698.3,885.35,457.63,3711.15,246.75,195.11,560.25
05-Jun-18,373.6,1273.6,530.9,2847.55,2100.6,5770.95,405.35,334.49,294.65,2905.9,542.1,285.25,1963.4,29236.35,167.35,1024.25,442.52,1031.8,3610.4,242.05,1562.8,1848.4,284.1,267.5,173.95,1899.4,610.42,329.1,1304.7,1333.75,901.3,8810.4,134.42,9535.65,171.2,198.85,938.75,16102,263.55,473.5,1721.6,284.95,572.1,701.25,863.95,457.13,3676.85,246.25,191.44,544.35
06-Jun-18,375.8,1262.8,531.4,2885.25,2160.65,5914.75,410,348.68,294.6,2938.47,538.45,290.65,1960.45,29949.25,166.47,1034.1,454.48,1028.67,3635.2,248.1,1571.15,1858.45,283.9,270.4,174.9,1919.8,618.73,338,1315.7,1350.55,914.3,8842.35,135.42,9760.35,170.3,201.1,945.44,16141.3,270.15,489.85,1725.75,295.65,579.75,691.75,899.45,462.37,3696.35,246.45,194.44,550.95
07-Jun-18,380.05,1290.8,542.4,2888.6,2169.45,6014.25,416.05,348.86,293.8,2996.65,540.7,288.9,1964.95,29712.4,167.62,1043.6,460.68,1031.1,3651.5,248.6,1603.05,1869,290.9,271.05,174.8,1900.45,626.23,343.5,1310.45,1355.15,920.3,8911.25,135.42,9787.45,172.65,202.75,962.23,16327.85,269.65,488.75,1735.55,305.4,602.1,701.85,887.15,469.37,3723.15,247.2,198.45,549.25
08-Jun-18,380.5,1278.85,537.4,2874.05,2186.85,6025.5,409.85,346.66,298.4,2958.82,559.65,289.9,2062.9,29513,171.2,1028.6,464.35,1024.67,3635.15,242.15,1595.6,1840.45,288.25,267.9,175,1888.7,630.02,343.25,1318.35,1343.95,911.65,8932.45,134.54,9888.85,173.7,197.9,975.11,16224.4,273,528.25,1747.1,309.95,600.5,706.95,896,475.27,3715.15,246.3,198,557.35
11-Jun-18,382.3,1283.3,539.95,2881.1,2250.3,6068.95,414.4,356.99,300,2955.22,560.8,287.9,2083.2,29677,171.78,1049.1,455.8,1021.15,3612.3,244.7,1601.4,1839.45,286.4,269.25,173.1,1904.8,631.2,340.95,1323.35,1343.25,916.85,9022.65,134.79,9916.75,173.3,195.7,973.42,16731.7,274,535.7,1749.7,309.75,588.65,714.2,903.35,466.2,3790.1,246.1,198.3,567.15
12-Jun-18,388.9,1287.7,537.15,2887.25,2261.25,6078.55,415.1,349.5,299.75,2973.3,567.1,283.55,2190.65,29208.4,171.65,1038.8,457.4,1021.92,3687.85,240.65,1638.45,1847.7,287.4,270.25,174.15,1954.75,629.25,341.35,1329.3,1366.4,917.6,9016.75,134.42,9834.25,171.4,195.05,987.79,16255,282.85,540.45,1781,307.8,580,709.1,904.7,459.13,3766.2,245.5,199.84,565.2
13-Jun-18,382.85,1286.4,540.65,2907.95,2231.05,6074.8,419.9,344.91,300.5,3008.57,582.1,284,2256.3,29448.6,172.43,1037,461.85,1015.73,3696.8,245,1621.2,1832.3,290.75,267.85,175.1,1945.45,637.4,343,1325.65,1358.75,917.65,8967.35,133.54,9837.05,170,198.15,993.09,16382.25,287.7,546.3,1824.1,308.4,567.6,713.8,918.15,458.37,3800.6,243.1,201.6,557.1
14-Jun-18,374.45,1286.1,532,2890.7,2243.25,6028,416.35,345.69,296.5,3000.88,588.05,283.2,2269.4,29536.7,169.5,1036.2,468.48,1018.7,3695.6,244.75,1609.6,1833.75,284.75,267.25,171.55,1963.4,619.85,339.05,1332.65,1343,922.05,8958,132,9756.75,168.5,198.85,998.49,16319.35,282.6,559.25,1787.55,305.9,569.55,698.8,905.25,456.6,3767,240.05,199.8,554.2
15-Jun-18,372.95,1282.2,528.75,2877.15,2283.6,5979.1,412.25,347.3,293.6,3068.3,611.6,279.05,2349.85,29573.75,167.45,1031.8,474.15,1014.8,3693.7,237.4,1621.3,1832.25,282.5,264.5,167.75,1967.35,640.62,332.55,1340,1329.9,909.45,8951.6,130.04,9742.5,165.45,197.85,1004.68,16212.75,277.45,571.3,1840.05,302.95,566,707.25,903.45,467.13,3691.65,238.6,200.17,555
18-Jun-18,370.55,1282.05,522.55,2895.3,2243.15,5995.75,423.1,340.55,291.3,3037,606.5,274.2,2385.85,30135.3,169.05,1020.1,466.6,1009.58,3666.15,231,1608.55,1823.55,293,264.55,173.9,1967.95,633.7,327.15,1315.3,1323.2,913.9,8973.45,130.83,9618.55,164.6,198.65,1006.01,16129.6,276.85,570.1,1829,308.8,558.5,710.55,897.7,461.5,3669.5,232.2,199.31,561.2
19-Jun-18,362.45,1269.2,517.2,2849.8,2270.6,5913.2,413.6,340.83,287.75,2988.28,601.85,272.95,2393,29949.65,171.38,1010.1,460.23,1011.75,3652.75,225.8,1601,1828,292.8,266.05,168.6,1931.5,620.8,327.5,1303.25,1310.4,891.4,8862.6,130.12,9618.35,164.8,198.7,986.7,15728.7,272.6,559.95,1824.5,305.05,555,695.75,889,449.4,3648,224.3,195.75,554.5
20-Jun-18,365.65,1271.3,519.1,2869.65,2267.8,5947.55,410.7,341.47,285.3,2997.78,602.85,270.6,2367.75,29805.3,171.5,1017.3,455.48,1028.08,3655.8,226.2,1602.4,1847,293.2,263.75,165.4,1967.4,621.58,335.15,1324.6,1306.75,904.4,8948.3,130.87,9725.05,162.75,199.15,1009.68,15499.95,273.3,564.1,1822.45,305.6,563.25,690.55,888.35,434.83,3651.35,228.7,194.77,560.9
21-Jun-18,366.9,1253,513.05,2830.1,2257.45,5991.55,421.95,338.53,279.6,2981.35,603.5,267.7,2316.4,29424.9,169.65,1011.95,451.27,1028.8,3635.2,222.3,1593.45,1858.9,297.95,260.85,170.25,1960.5,623.27,332.85,1313.95,1289.8,883.6,8863.05,129.37,9850.4,159.7,195.45,1022.26,15306.3,268.65,554.5,1819.35,307,557.75,685.3,868.4,430.67,3616.9,229.05,193.99,563.45
22-Jun-18,365.8,1267.7,525.65,2832.2,2336.05,6176.5,426.35,343.9,286,2979.72,615.75,264.85,2336.25,29140.65,170,1010.4,452.4,1041.67,3637.65,222,1608.1,1906.75,300.65,265.15,170,1953.25,623.92,336.95,1321.4,1299.85,908.2,8874.9,131.08,9871.05,159.55,197.7,1002.99,15577.8,273.05,577.25,1809.8,308,561.85,691.15,877.55,426.8,3641.05,228.55,193.69,565.75
